1	102457870
1	164459913
1	171591189
1	171653329
1	187922876
1	207694357
1	230137518
1	40084488
1	48334490
1	53605884
1	85898160
10	104320029
10	108710873
10	17610277
10	21762267
10	94837743
10	94903693
11	101310590
11	101351383
11	116440678
11	131832284
11	133531655
11	133532372
11	133563491
11	19209050
11	38428289
11	48157969
11	61120096
11	61303803
11	61597212
11	61620274
11	90956214
11	99884272
12	4388084
12	54758330
12	54837470
12	56069231
12	57900341
12	63771136
12	638166
12	69906287
12	88942980
12	98791423
13	38126537
13	46695350
13	73814891
14	102299420
14	106100220
14	58343352
14	63384260
14	65736324
14	71262932
14	74869017
14	80242132
14	88682616
14	95229777
15	27940339
15	35064934
16	46417894
16	48258198
16	48375777
16	50677571
16	54477881
16	82273372
17	10938783
17	40956277
17	4989857
17	58184540
17	65639014
17	8135061
18	10029988
18	455128
18	50866195
18	57332158
18	62051788
18	67296561
18	9101722
19	10666112
19	30841000
19	39206288
19	50746809
19	54796630
19	54809336
2	119738187
2	137349278
2	166187534
2	166421763
2	187743228
2	193385209
2	198274929
2	231582797
2	41326589
20	12921966
20	37082145
20	38661387
20	39263421
20	41048928
20	42146320
20	45393072
20	9961532
21	23231832
21	37999799
21	38533017
21	40968460
21	45246422
21	46081708
22	37149336
22	41537589
22	47271217
22	47790072
3	100365528
3	11220006
3	124543103
3	130021945
3	138730737
3	1454063
3	149344615
3	150490463
3	152553769
3	32446775
3	69457140
3	71404405
3	792207
3	7951364
3	84688723
3	86028382
3	94033744
4	113971374
4	124693346
4	137753683
4	17813761
4	178295766
4	183263055
4	38006916
4	53278689
4	57549583
4	60278484
4	84577025
4	99304600
5	11202649
5	132490807
5	1362793
5	138168527
5	142018424
5	144030993
5	165711426
5	167668843
5	169750158
5	173143508
5	38260303
5	65051804
5	65596821
5	89518433
6	152588967
6	29717380
6	29923503
6	31319355
6	31603591
7	134452557
7	155060730
7	48626480
7	70273593
7	81663275
7	8859616
8	10097398
8	134615750
8	143764001
8	143764937
8	9290753
8	9710943
9	101776125
9	104423907
9	108878562
9	117025771
9	133578385
9	16806521
9	29780195
9	3430684
9	35090720
9	37486004
9	89140339
9	93716118
